,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,title
6566,0.489,0.34,9,-11.399,0,0.0291,0.0873,0.0,0.318,0.0915,100.034,audio_features,0UEcv9yuRvqFcJ1xBqdz8P,spotify:track:0UEcv9yuRvqFcJ1xBqdz8P,https://api.spotify.com/v1/tracks/0UEcv9yuRvqFcJ1xBqdz8P,https://api.spotify.com/v1/audio-analysis/0UEcv9yuRvqFcJ1xBqdz8P,172250,4,Young Yeller,War
6567,0.55,0.328,5,-10.311,1,0.0335,0.493,0.00872,0.0982,0.148,146.031,audio_features,0it18DX6dZGxLHNYz1EP0H,spotify:track:0it18DX6dZGxLHNYz1EP0H,https://api.spotify.com/v1/tracks/0it18DX6dZGxLHNYz1EP0H,https://api.spotify.com/v1/audio-analysis/0it18DX6dZGxLHNYz1EP0H,232600,4,Milk & Bone,Pressure
6568,0.683,0.481,8,-9.174,0,0.075,0.191,0.736,0.0907,0.47,120.001,audio_features,7jZHUhAmW5oq1cq6s8IxmK,spotify:track:7jZHUhAmW5oq1cq6s8IxmK,https://api.spotify.com/v1/tracks/7jZHUhAmW5oq1cq6s8IxmK,https://api.spotify.com/v1/audio-analysis/7jZHUhAmW5oq1cq6s8IxmK,160000,4,ODESZA,Sun Models (feat. Madelyn Grant)
6569,0.749,0.745,6,-7.367,0,0.0479,0.0041,0.395,0.0748,0.347,115.048,audio_features,1LeItUMezKA1HdCHxYICed,spotify:track:1LeItUMezKA1HdCHxYICed,https://api.spotify.com/v1/tracks/1LeItUMezKA1HdCHxYICed,https://api.spotify.com/v1/audio-analysis/1LeItUMezKA1HdCHxYICed,262957,4,ODESZA,Say My Name (feat. Zyra)
6570,0.533,0.592,9,-7.404,1,0.0388,0.0598,3.71e-06,0.106,0.213,143.769,audio_features,5qZsbevpRzYagMPJZB23e8,spotify:track:5qZsbevpRzYagMPJZB23e8,https://api.spotify.com/v1/tracks/5qZsbevpRzYagMPJZB23e8,https://api.spotify.com/v1/audio-analysis/5qZsbevpRzYagMPJZB23e8,202440,4,To Kill A King,Cold Skin
6571,0.331,0.674,4,-6.968,1,0.0577,0.415,0.00991,0.0776,0.498,180.521,audio_features,32m27pGs3YPYuGgHtGpkBC,spotify:track:32m27pGs3YPYuGgHtGpkBC,https://api.spotify.com/v1/tracks/32m27pGs3YPYuGgHtGpkBC,https://api.spotify.com/v1/audio-analysis/32m27pGs3YPYuGgHtGpkBC,225387,4,To Kill A King,Bloody Shirt
6572,0.387,0.381,5,-11.052,1,0.0362,0.788,0.0392,0.114,0.284,140.961,audio_features,70ZZL1sZtQwiitQd8P9HJA,spotify:track:70ZZL1sZtQwiitQd8P9HJA,https://api.spotify.com/v1/tracks/70ZZL1sZtQwiitQd8P9HJA,https://api.spotify.com/v1/audio-analysis/70ZZL1sZtQwiitQd8P9HJA,390253,4,To Kill A King,Choices
6573,0.466,0.565,8,-9.669,1,0.0649,0.465,0.0129,0.119,0.247,122.901,audio_features,5l9iEnOUrkC0sIINsS64Qz,spotify:track:5l9iEnOUrkC0sIINsS64Qz,https://api.spotify.com/v1/tracks/5l9iEnOUrkC0sIINsS64Qz,https://api.spotify.com/v1/audio-analysis/5l9iEnOUrkC0sIINsS64Qz,294348,4,To Kill A King,Funeral
6574,0.472,0.657,1,-9.039,1,0.0444,0.0692,0.0237,0.0786,0.228,139.033,audio_features,5jSpFrVQRnE3zsN33GlixT,spotify:track:5jSpFrVQRnE3zsN33GlixT,https://api.spotify.com/v1/tracks/5jSpFrVQRnE3zsN33GlixT,https://api.spotify.com/v1/audio-analysis/5jSpFrVQRnE3zsN33GlixT,238318,4,Jars Of Clay,Left Undone
6575,0.499,0.618,0,-10.509,0,0.0445,0.103,0.81,0.117,0.724,95.013,audio_features,0P7RyohaihKIjkfRkYTKqH,spotify:track:0P7RyohaihKIjkfRkYTKqH,https://api.spotify.com/v1/tracks/0P7RyohaihKIjkfRkYTKqH,https://api.spotify.com/v1/audio-analysis/0P7RyohaihKIjkfRkYTKqH,296842,4,Summer Heart,Hit Me Up Again
6576,0.619,0.395,2,-13.62,0,0.0287,0.612,0.95,0.257,0.322,107.947,audio_features,3T7WKkZ54Sx5L4lnbUbpfu,spotify:track:3T7WKkZ54Sx5L4lnbUbpfu,https://api.spotify.com/v1/tracks/3T7WKkZ54Sx5L4lnbUbpfu,https://api.spotify.com/v1/audio-analysis/3T7WKkZ54Sx5L4lnbUbpfu,183271,4,Summer Heart,A Million Times
6577,0.552,0.657,11,-8.426,0,0.0341,0.364,0.892,0.159,0.744,92.982,audio_features,6J6Dvh6HnccRETPxsCudUG,spotify:track:6J6Dvh6HnccRETPxsCudUG,https://api.spotify.com/v1/tracks/6J6Dvh6HnccRETPxsCudUG,https://api.spotify.com/v1/audio-analysis/6J6Dvh6HnccRETPxsCudUG,248209,4,Summer Heart,Simple Minds
6578,0.318,0.308,5,-13.676,0,0.0285,0.438,0.889,0.109,0.0592,103.925,audio_features,0o9ivTBX7mjTnaUYF4Gk6t,spotify:track:0o9ivTBX7mjTnaUYF4Gk6t,https://api.spotify.com/v1/tracks/0o9ivTBX7mjTnaUYF4Gk6t,https://api.spotify.com/v1/audio-analysis/0o9ivTBX7mjTnaUYF4Gk6t,157027,4,Alexandre Desplat,The Imitation Game
6579,0.367,0.371,0,-12.815,1,0.0285,0.674,0.959,0.107,0.0758,96.017,audio_features,6sNfKtgLF8AgFApf3ENVBe,spotify:track:6sNfKtgLF8AgFApf3ENVBe,https://api.spotify.com/v1/tracks/6sNfKtgLF8AgFApf3ENVBe,https://api.spotify.com/v1/audio-analysis/6sNfKtgLF8AgFApf3ENVBe,221827,3,Bryan Adams,Homeland
6580,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,audio_features,4iG2gAwKXsOcijVaVXzRPW,spotify:track:4iG2gAwKXsOcijVaVXzRPW,https://api.spotify.com/v1/tracks/4iG2gAwKXsOcijVaVXzRPW,https://api.spotify.com/v1/audio-analysis/4iG2gAwKXsOcijVaVXzRPW,261000,3,MGMT,Time to Pretend
6581,0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.392,129.989,audio_features,7i9763l5SSfOnqZ35VOcfy,spotify:track:7i9763l5SSfOnqZ35VOcfy,https://api.spotify.com/v1/tracks/7i9763l5SSfOnqZ35VOcfy,https://api.spotify.com/v1/audio-analysis/7i9763l5SSfOnqZ35VOcfy,234813,4,Twenty One Pilots,Heavydirtysoul
6582,0.715,0.723,6,-5.993,0,0.0569,0.0396,8.57e-05,0.084,0.479,114.985,audio_features,1s9xuJxhYM0LdVqksjegcg,spotify:track:1s9xuJxhYM0LdVqksjegcg,https://api.spotify.com/v1/tracks/1s9xuJxhYM0LdVqksjegcg,https://api.spotify.com/v1/audio-analysis/1s9xuJxhYM0LdVqksjegcg,207160,4,Twenty One Pilots,Fairly Local
6583,0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113,audio_features,3bnVBN67NBEzedqQuWrpP4,spotify:track:3bnVBN67NBEzedqQuWrpP4,https://api.spotify.com/v1/tracks/3bnVBN67NBEzedqQuWrpP4,https://api.spotify.com/v1/audio-analysis/3bnVBN67NBEzedqQuWrpP4,188493,4,Twenty One Pilots,Tear in My Heart
6584,0.547,0.936,9,-4.023,1,0.102,0.23,3.04e-06,0.172,0.642,120.003,audio_features,22OqansuvEMQu9W0EfiGTI,spotify:track:22OqansuvEMQu9W0EfiGTI,https://api.spotify.com/v1/tracks/22OqansuvEMQu9W0EfiGTI,https://api.spotify.com/v1/audio-analysis/22OqansuvEMQu9W0EfiGTI,177200,4,Twenty One Pilots,We Don't Believe What's on TV
6585,0.715,0.838,2,-6.077,0,0.118,0.0897,0.0,0.15,0.497,120.007,audio_features,4Oyl6oYSNeeZZP0OAxPVaU,spotify:track:4Oyl6oYSNeeZZP0OAxPVaU,https://api.spotify.com/v1/tracks/4Oyl6oYSNeeZZP0OAxPVaU,https://api.spotify.com/v1/audio-analysis/4Oyl6oYSNeeZZP0OAxPVaU,240080,4,Twenty One Pilots,Message Man
6586,0.683,0.753,2,-5.564,0,0.0317,0.0577,0.00208,0.357,0.389,120.03,audio_features,40sRwFjfrRnaTdYPJIg4CP,spotify:track:40sRwFjfrRnaTdYPJIg4CP,https://api.spotify.com/v1/tracks/40sRwFjfrRnaTdYPJIg4CP,https://api.spotify.com/v1/audio-analysis/40sRwFjfrRnaTdYPJIg4CP,234947,4,Twenty One Pilots,Hometown
6587,0.77,0.706,2,-4.705,1,0.0302,0.0605,0.00182,0.0985,0.527,115.011,audio_features,7qxjGHW485TL8ciwkHD5MK,spotify:track:7qxjGHW485TL8ciwkHD5MK,https://api.spotify.com/v1/tracks/7qxjGHW485TL8ciwkHD5MK,https://api.spotify.com/v1/audio-analysis/7qxjGHW485TL8ciwkHD5MK,238040,4,Twenty One Pilots,Not Today
6588,0.565,0.437,6,-7.68,0,0.0403,0.194,7.14e-06,0.0656,0.217,96.132,audio_features,5P3yUXUC9rZPJPNmYGKEAz,spotify:track:5P3yUXUC9rZPJPNmYGKEAz,https://api.spotify.com/v1/tracks/5P3yUXUC9rZPJPNmYGKEAz,https://api.spotify.com/v1/audio-analysis/5P3yUXUC9rZPJPNmYGKEAz,236733,3,Twenty One Pilots,Goner
6589,0.379,0.985,9,-4.546,1,0.23,0.0866,0.00026,0.125,0.323,157.389,audio_features,1mhPIy7YFRXlWTqH2aLdVr,spotify:track:1mhPIy7YFRXlWTqH2aLdVr,https://api.spotify.com/v1/tracks/1mhPIy7YFRXlWTqH2aLdVr,https://api.spotify.com/v1/audio-analysis/1mhPIy7YFRXlWTqH2aLdVr,163933,4,Yeah Yeah Yeahs,"Kiss, Kiss"
6590,0.639,0.704,7,-5.818,1,0.0659,0.22,0.0872,0.0849,0.645,162.983,audio_features,5dUFfk2cwD8GiJPS03mYN0,spotify:track:5dUFfk2cwD8GiJPS03mYN0,https://api.spotify.com/v1/tracks/5dUFfk2cwD8GiJPS03mYN0,https://api.spotify.com/v1/audio-analysis/5dUFfk2cwD8GiJPS03mYN0,176467,4,Vampire Weekend,Campus
6591,0.425,0.864,9,-4.951,0,0.0593,0.00139,1.71e-05,0.0901,0.769,138.222,audio_features,0YY9bJCAk7eJliNKvlxGV4,spotify:track:0YY9bJCAk7eJliNKvlxGV4,https://api.spotify.com/v1/tracks/0YY9bJCAk7eJliNKvlxGV4,https://api.spotify.com/v1/audio-analysis/0YY9bJCAk7eJliNKvlxGV4,245760,4,The Kooks,Do You Wanna
6592,0.362,0.138,0,-12.201,1,0.0421,0.847,0.000468,0.11,0.0752,79.425,audio_features,204974mkLcxFNtq6EXLsJx,spotify:track:204974mkLcxFNtq6EXLsJx,https://api.spotify.com/v1/tracks/204974mkLcxFNtq6EXLsJx,https://api.spotify.com/v1/audio-analysis/204974mkLcxFNtq6EXLsJx,225200,3,Death Cab for Cutie,The Ice Is Getting Thinner
6593,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,audio_features,5A1FmxbYVRZKy4nc16MAue,spotify:track:5A1FmxbYVRZKy4nc16MAue,https://api.spotify.com/v1/tracks/5A1FmxbYVRZKy4nc16MAue,https://api.spotify.com/v1/audio-analysis/5A1FmxbYVRZKy4nc16MAue,203347,4,Kings of Leon,Sex on Fire
6594,0.405,0.19,11,-12.176,1,0.0321,0.894,0.833,0.0916,0.0681,95.048,audio_features,7k8zEykVgCKItO4ZkNuYEY,spotify:track:7k8zEykVgCKItO4ZkNuYEY,https://api.spotify.com/v1/tracks/7k8zEykVgCKItO4ZkNuYEY,https://api.spotify.com/v1/audio-analysis/7k8zEykVgCKItO4ZkNuYEY,299933,4,M83,Too Late
6595,0.636,0.749,2,-6.494,1,0.0589,0.0124,0.0431,0.0626,0.822,113.586,audio_features,64PtbjIQSwVGqwqOkjcQ0s,spotify:track:64PtbjIQSwVGqwqOkjcQ0s,https://api.spotify.com/v1/tracks/64PtbjIQSwVGqwqOkjcQ0s,https://api.spotify.com/v1/audio-analysis/64PtbjIQSwVGqwqOkjcQ0s,232600,4,Vampire Weekend,Run
6596,0.589,0.485,0,-9.721,1,0.0325,0.51,0.00901,0.112,0.0355,123.992,audio_features,3biMQVil52sKP7Rwj8o7Rb,spotify:track:3biMQVil52sKP7Rwj8o7Rb,https://api.spotify.com/v1/tracks/3biMQVil52sKP7Rwj8o7Rb,https://api.spotify.com/v1/audio-analysis/3biMQVil52sKP7Rwj8o7Rb,236560,4,The Naked And Famous,The Sun
6597,0.294,0.797,3,-7.32,0,0.0585,0.0377,0.0296,0.713,0.137,139.561,audio_features,3DkJe7WzfORrqrwJjLIwAw,spotify:track:3DkJe7WzfORrqrwJjLIwAw,https://api.spotify.com/v1/tracks/3DkJe7WzfORrqrwJjLIwAw,https://api.spotify.com/v1/audio-analysis/3DkJe7WzfORrqrwJjLIwAw,218427,4,Grouplove,Slow
6598,0.614,0.967,9,-2.606,0,0.0466,0.0201,0.00188,0.121,0.552,115.01,audio_features,1WbiKsyQEkmy32ARWgSJj4,spotify:track:1WbiKsyQEkmy32ARWgSJj4,https://api.spotify.com/v1/tracks/1WbiKsyQEkmy32ARWgSJj4,https://api.spotify.com/v1/audio-analysis/1WbiKsyQEkmy32ARWgSJj4,224056,4,Charli XCX,Nuclear Seasons - Original
6599,0.66,0.969,3,-3.63,1,0.0346,0.011,0.00225,0.116,0.48,127.989,audio_features,54fyVsVauzPwruLvGnBe3i,spotify:track:54fyVsVauzPwruLvGnBe3i,https://api.spotify.com/v1/tracks/54fyVsVauzPwruLvGnBe3i,https://api.spotify.com/v1/audio-analysis/54fyVsVauzPwruLvGnBe3i,191627,4,Martin Solveig,Hello
6600,0.767,0.807,11,-3.824,0,0.0368,0.114,0.0174,0.0933,0.715,124.941,audio_features,1tVFjzGz9oY3hlVuCjElTL,spotify:track:1tVFjzGz9oY3hlVuCjElTL,https://api.spotify.com/v1/tracks/1tVFjzGz9oY3hlVuCjElTL,https://api.spotify.com/v1/audio-analysis/1tVFjzGz9oY3hlVuCjElTL,193280,4,Martin Solveig,+1 - Radio Edit
6601,0.545,0.928,1,-3.358,0,0.135,0.00237,1.66e-06,0.338,0.617,127.985,audio_features,0S1TFHNTxIsdPo2dgoqnRr,spotify:track:0S1TFHNTxIsdPo2dgoqnRr,https://api.spotify.com/v1/tracks/0S1TFHNTxIsdPo2dgoqnRr,https://api.spotify.com/v1/audio-analysis/0S1TFHNTxIsdPo2dgoqnRr,232510,4,Martin Solveig,The Night Out - A-Trak Vs Martin Rework
6602,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,audio_features,2u0CelO5c81XS7z3dGpHbS,spotify:track:2u0CelO5c81XS7z3dGpHbS,https://api.spotify.com/v1/tracks/2u0CelO5c81XS7z3dGpHbS,https://api.spotify.com/v1/audio-analysis/2u0CelO5c81XS7z3dGpHbS,255133,4,The Neighbourhood,The Beach
6603,0.609,0.435,11,-7.861,0,0.285,0.522,0.0,0.118,0.552,131.995,audio_features,4TTV7EcfroSLWzXRY6gLv6,spotify:track:4TTV7EcfroSLWzXRY6gLv6,https://api.spotify.com/v1/tracks/4TTV7EcfroSLWzXRY6gLv6,https://api.spotify.com/v1/audio-analysis/4TTV7EcfroSLWzXRY6gLv6,236738,4,Lin-Manuel Miranda,Alexander Hamilton
6604,0.646,0.439,7,-10.837,1,0.818,0.272,0.0,0.0945,0.528,160.387,audio_features,6dr7ekfhlbquvsVY8D7gyk,spotify:track:6dr7ekfhlbquvsVY8D7gyk,https://api.spotify.com/v1/tracks/6dr7ekfhlbquvsVY8D7gyk,https://api.spotify.com/v1/audio-analysis/6dr7ekfhlbquvsVY8D7gyk,156631,4,Lin-Manuel Miranda,"Aaron Burr, Sir"
6605,0.698,0.649,8,-6.764,1,0.415,0.15,0.0,0.0903,0.568,180.466,audio_features,4cxvludVmQxryrnx1m9FqL,spotify:track:4cxvludVmQxryrnx1m9FqL,https://api.spotify.com/v1/tracks/4cxvludVmQxryrnx1m9FqL,https://api.spotify.com/v1/audio-analysis/4cxvludVmQxryrnx1m9FqL,333154,4,Lin-Manuel Miranda,My Shot
6606,0.703,0.806,8,-4.974,0,0.0555,0.00935,0.00056,0.0948,0.844,120.996,audio_features,44e84JcEUfOs9cNGu8nwU5,spotify:track:44e84JcEUfOs9cNGu8nwU5,https://api.spotify.com/v1/tracks/44e84JcEUfOs9cNGu8nwU5,https://api.spotify.com/v1/audio-analysis/44e84JcEUfOs9cNGu8nwU5,150827,4,Aly & AJ,Like Whoa
6607,0.31,0.972,7,-3.663,1,0.197,0.000831,6.38e-06,0.154,0.311,139.039,audio_features,1x8D2YdP5pQrXX2cZmrWr8,spotify:track:1x8D2YdP5pQrXX2cZmrWr8,https://api.spotify.com/v1/tracks/1x8D2YdP5pQrXX2cZmrWr8,https://api.spotify.com/v1/audio-analysis/1x8D2YdP5pQrXX2cZmrWr8,168213,4,The High Strung,The Luck You Got
6608,0.729,0.74,9,-5.444,1,0.0258,0.00226,0.0305,0.13,0.966,115.984,audio_features,5KBU7oxkNJ0hDGby9A1plU,spotify:track:5KBU7oxkNJ0hDGby9A1plU,https://api.spotify.com/v1/tracks/5KBU7oxkNJ0hDGby9A1plU,https://api.spotify.com/v1/audio-analysis/5KBU7oxkNJ0hDGby9A1plU,219293,4,Broken Bells,After the Disco
6609,0.683,0.675,2,-5.461,1,0.0292,0.0223,0.0187,0.101,0.6,111.008,audio_features,2PtBhfoPZ6VYtXkrE5FrCH,spotify:track:2PtBhfoPZ6VYtXkrE5FrCH,https://api.spotify.com/v1/tracks/2PtBhfoPZ6VYtXkrE5FrCH,https://api.spotify.com/v1/audio-analysis/2PtBhfoPZ6VYtXkrE5FrCH,186440,4,MisterWives,Reflections
6610,0.311,0.905,11,-5.842,1,0.0497,0.00143,0.111,0.315,0.317,120.091,audio_features,30Nbkm4Or8ewqYtpDbX0yQ,spotify:track:30Nbkm4Or8ewqYtpDbX0yQ,https://api.spotify.com/v1/tracks/30Nbkm4Or8ewqYtpDbX0yQ,https://api.spotify.com/v1/audio-analysis/30Nbkm4Or8ewqYtpDbX0yQ,356630,4,Tide of Mind,My Reign
6611,0.446,0.403,9,-7.147,0,0.0331,0.861,0.0114,0.106,0.15,113.863,audio_features,7b6ZFy7CLm4d75uFAuZTqy,spotify:track:7b6ZFy7CLm4d75uFAuZTqy,https://api.spotify.com/v1/tracks/7b6ZFy7CLm4d75uFAuZTqy,https://api.spotify.com/v1/audio-analysis/7b6ZFy7CLm4d75uFAuZTqy,345347,4,Sharon Van Etten,Serpents - Demo
6612,0.543,0.917,1,-3.391,1,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,audio_features,7cX4PJz1old9fyFI8RlfgW,spotify:track:7cX4PJz1old9fyFI8RlfgW,https://api.spotify.com/v1/tracks/7cX4PJz1old9fyFI8RlfgW,https://api.spotify.com/v1/audio-analysis/7cX4PJz1old9fyFI8RlfgW,246840,4,The Killers,Read My Mind
6613,0.606,0.618,11,-5.1,1,0.0258,0.325,0.0019,0.108,0.237,92.061,audio_features,3vZUC1m6QVm7urnN6lcF64,spotify:track:3vZUC1m6QVm7urnN6lcF64,https://api.spotify.com/v1/tracks/3vZUC1m6QVm7urnN6lcF64,https://api.spotify.com/v1/audio-analysis/3vZUC1m6QVm7urnN6lcF64,285987,4,Mother Mother,Ghosting
6614,0.0993,0.0902,1,-26.307,1,0.0428,0.692,0.85,0.0745,0.0382,71.062,audio_features,1UBd7aWHZCz8yirI9KCvAU,spotify:track:1UBd7aWHZCz8yirI9KCvAU,https://api.spotify.com/v1/tracks/1UBd7aWHZCz8yirI9KCvAU,https://api.spotify.com/v1/audio-analysis/1UBd7aWHZCz8yirI9KCvAU,463707,3,Various Artists,"Becoming one of ""The People"" Becoming one with Neytiri"
6615,0.594,0.75,0,-4.674,0,0.0431,0.212,2.33e-06,0.19,0.246,144.993,audio_features,5OALp7wDh1vM2nza1qDArn,spotify:track:5OALp7wDh1vM2nza1qDArn,https://api.spotify.com/v1/tracks/5OALp7wDh1vM2nza1qDArn,https://api.spotify.com/v1/audio-analysis/5OALp7wDh1vM2nza1qDArn,244136,4,Bastille,Fake It
6616,0.507,0.556,1,-5.53,1,0.0297,0.256,4.56e-05,0.339,0.464,93.951,audio_features,4FlNj8oEuikVspfVWzMZVz,spotify:track:4FlNj8oEuikVspfVWzMZVz,https://api.spotify.com/v1/tracks/4FlNj8oEuikVspfVWzMZVz,https://api.spotify.com/v1/audio-analysis/4FlNj8oEuikVspfVWzMZVz,200493,4,Fleet Foxes,He Doesn't Know Why
6617,0.258,0.214,4,-15.255,1,0.0366,0.636,0.000362,0.141,0.404,170.275,audio_features,4VuHWU01C36BUaN1adNi5M,spotify:track:4VuHWU01C36BUaN1adNi5M,https://api.spotify.com/v1/tracks/4VuHWU01C36BUaN1adNi5M,https://api.spotify.com/v1/audio-analysis/4VuHWU01C36BUaN1adNi5M,203773,4,Joshua Radin,Winter
6618,0.345,0.6,0,-6.263,1,0.0784,0.0878,0.0,0.0911,0.273,117.322,audio_features,6lmiz3ugqKq8NLElK1kMzy,spotify:track:6lmiz3ugqKq8NLElK1kMzy,https://api.spotify.com/v1/tracks/6lmiz3ugqKq8NLElK1kMzy,https://api.spotify.com/v1/audio-analysis/6lmiz3ugqKq8NLElK1kMzy,401187,4,Marianas Trench,No Place Like Home
6619,0.473,0.643,1,-6.419,0,0.033,0.123,0.000674,0.0781,0.175,142.065,audio_features,3D8BHRb8r4tE494LrtXffE,spotify:track:3D8BHRb8r4tE494LrtXffE,https://api.spotify.com/v1/tracks/3D8BHRb8r4tE494LrtXffE,https://api.spotify.com/v1/audio-analysis/3D8BHRb8r4tE494LrtXffE,248040,4,Bastille,Laughter Lines
6620,0.87,0.554,4,-5.828,0,0.0635,0.0802,0.0739,0.115,0.462,123.998,audio_features,5snyhxAh55A2wlNRH7VVZJ,spotify:track:5snyhxAh55A2wlNRH7VVZJ,https://api.spotify.com/v1/tracks/5snyhxAh55A2wlNRH7VVZJ,https://api.spotify.com/v1/audio-analysis/5snyhxAh55A2wlNRH7VVZJ,394573,4,Tom Odell,Another Love - Zwette Edit
6621,0.531,0.734,10,-6.446,1,0.0378,0.143,6.72e-06,0.123,0.415,138.04,audio_features,1hklcQ93WQX4YZ6ANMKm2l,spotify:track:1hklcQ93WQX4YZ6ANMKm2l,https://api.spotify.com/v1/tracks/1hklcQ93WQX4YZ6ANMKm2l,https://api.spotify.com/v1/audio-analysis/1hklcQ93WQX4YZ6ANMKm2l,212640,4,Night Terrors of 1927,Young and Vicious
6622,0.161,0.0415,7,-22.299,1,0.0461,0.881,0.75,0.121,0.0346,131.404,audio_features,0oeFjttBPfv78XRkNNazRK,spotify:track:0oeFjttBPfv78XRkNNazRK,https://api.spotify.com/v1/tracks/0oeFjttBPfv78XRkNNazRK,https://api.spotify.com/v1/audio-analysis/0oeFjttBPfv78XRkNNazRK,169533,4,Various Artists,Farewell To Bucky
6623,0.379,0.76,2,-4.319,1,0.0848,0.00104,0.000515,0.383,0.231,78.043,audio_features,406ZdY9JkmSy7kOGuVflrL,spotify:track:406ZdY9JkmSy7kOGuVflrL,https://api.spotify.com/v1/tracks/406ZdY9JkmSy7kOGuVflrL,https://api.spotify.com/v1/audio-analysis/406ZdY9JkmSy7kOGuVflrL,189320,4,X Ambassadors,Jungle
6624,0.325,0.152,9,-13.339,0,0.0395,0.905,0.329,0.101,0.0364,67.145,audio_features,25ftvBo8tBHwathOzuVLLA,spotify:track:25ftvBo8tBHwathOzuVLLA,https://api.spotify.com/v1/tracks/25ftvBo8tBHwathOzuVLLA,https://api.spotify.com/v1/audio-analysis/25ftvBo8tBHwathOzuVLLA,193571,4,Civil Twilight,The Courage Or The Fall
6625,0.658,0.88,6,-7.844,1,0.0776,0.0111,0.168,0.122,0.354,115.0,audio_features,5GVJMiKlCEQUPDzaZaYHfO,spotify:track:5GVJMiKlCEQUPDzaZaYHfO,https://api.spotify.com/v1/tracks/5GVJMiKlCEQUPDzaZaYHfO,https://api.spotify.com/v1/audio-analysis/5GVJMiKlCEQUPDzaZaYHfO,251533,4,Bastille,Skulls
6626,0.349,0.717,0,-3.646,0,0.0349,0.149,0.0,0.0447,0.441,134.688,audio_features,2aopjxlObAgOZRDVNRJa5q,spotify:track:2aopjxlObAgOZRDVNRJa5q,https://api.spotify.com/v1/tracks/2aopjxlObAgOZRDVNRJa5q,https://api.spotify.com/v1/audio-analysis/2aopjxlObAgOZRDVNRJa5q,180666,4,Greta Salóme,Never Forget
6627,0.203,0.097,2,-20.485,0,0.0451,0.967,0.822,0.105,0.0342,119.951,audio_features,3gSaPMyzNmbX3YDUvNCz7C,spotify:track:3gSaPMyzNmbX3YDUvNCz7C,https://api.spotify.com/v1/tracks/3gSaPMyzNmbX3YDUvNCz7C,https://api.spotify.com/v1/audio-analysis/3gSaPMyzNmbX3YDUvNCz7C,305387,4,Ólafur Arnalds,For Now I Am Winter
6628,0.492,0.624,9,-5.29,0,0.0271,0.0453,0.00154,0.296,0.135,85.929,audio_features,67EpDEz292HJ8N8Ksh3iOo,spotify:track:67EpDEz292HJ8N8Ksh3iOo,https://api.spotify.com/v1/tracks/67EpDEz292HJ8N8Ksh3iOo,https://api.spotify.com/v1/audio-analysis/67EpDEz292HJ8N8Ksh3iOo,261107,4,Bastille,The Driver
6629,0.703,0.918,9,-7.133,1,0.043,0.18,0.151,0.318,0.346,114.989,audio_features,4rZbl9dXYltGOmRb6SkdqG,spotify:track:4rZbl9dXYltGOmRb6SkdqG,https://api.spotify.com/v1/tracks/4rZbl9dXYltGOmRb6SkdqG,https://api.spotify.com/v1/audio-analysis/4rZbl9dXYltGOmRb6SkdqG,317173,4,Röyksopp,What Else Is There?
6630,0.537,0.95,5,-6.313,0,0.09,0.0485,0.48,0.108,0.299,133.997,audio_features,2ExX3amzlJ0OvDHslQwPdn,spotify:track:2ExX3amzlJ0OvDHslQwPdn,https://api.spotify.com/v1/tracks/2ExX3amzlJ0OvDHslQwPdn,https://api.spotify.com/v1/audio-analysis/2ExX3amzlJ0OvDHslQwPdn,214173,4,Woodkid,Run Boy Run - Instrumental
6631,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,audio_features,04aAxqtGp5pv12UXAg4pkq,spotify:track:04aAxqtGp5pv12UXAg4pkq,https://api.spotify.com/v1/tracks/04aAxqtGp5pv12UXAg4pkq,https://api.spotify.com/v1/audio-analysis/04aAxqtGp5pv12UXAg4pkq,228360,4,Fall Out Boy,Centuries
6632,0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,audio_features,0NdTUS4UiNYCNn5FgVqKQY,spotify:track:0NdTUS4UiNYCNn5FgVqKQY,https://api.spotify.com/v1/tracks/0NdTUS4UiNYCNn5FgVqKQY,https://api.spotify.com/v1/audio-analysis/0NdTUS4UiNYCNn5FgVqKQY,193030,4,Arctic Monkeys,Snap Out Of It
6633,0.66,0.384,0,-9.934,1,0.0444,0.0566,0.805,0.077,0.0649,120.079,audio_features,7zsAaSSwbiLiyRIgs0eLUs,spotify:track:7zsAaSSwbiLiyRIgs0eLUs,https://api.spotify.com/v1/tracks/7zsAaSSwbiLiyRIgs0eLUs,https://api.spotify.com/v1/audio-analysis/7zsAaSSwbiLiyRIgs0eLUs,213675,4,Audiomachine,Judge and Jury - Paul Dinletir Remix
